from,to,demand
209,229,1200
209,230,900
209,231,6600
209,232,1800
209,233,3300
209,234,600
209,235,600
209,237,3000
209,238,1200
209,239,600
209,240,600
209,241,300
209,242,300
209,244,900
209,245,900
210,1,1800
210,2,900
210,3,1800
210,4,600
210,5,2100
210,6,300
210,9,600
210,10,1200
210,12,300
210,14,300
210,17,300
210,18,300
210,19,1200
210,21,300
210,22,1200
210,23,300
210,24,300
210,25,900
210,26,1500.000001
210,27,600
210,29,300
210,32,300
210,34,1200
210,38,300
210,40,300
210,41,900
210,45,300
210,48,600
210,50,300
210,53,600
210,58,300
210,60,300
210,65,600
210,66,1800
210,67,600
210,68,300
210,70,1800
210,71,1200
210,72,1800
210,74,1800
210,75,600
210,76,300
210,77,300
210,83,300
210,85,900
210,86,300
210,87,300
210,89,600
210,93,300
210,101,6300
210,157,1200
210,158,2400
210,159,2400
210,162,2100
210,165,300
210,167,2100
210,168,2100
210,169,4500.000001
210,170,3900
210,172,300
210,173,600
210,174,2400
210,175,1500.000001
210,176,300
210,178,600
210,180,6900
210,181,900
210,183,300
210,184,4200
210,185,12300
210,188,300
210,190,900
210,191,2700
210,192,1800
210,193,20400
210,194,8100
210,195,26400
210,196,37200
210,197,30000
210,198,13800
210,199,5700
210,200,4500.000001
210,201,15600
210,202,300
210,203,11100
210,204,9300
210,205,2700
210,206,13800
210,207,17100
210,208,900
210,209,1500.000001
210,211,4500.000001
210,212,2100
210,213,4200
210,214,1800
210,215,2100
210,216,1800
210,217,6600
210,218,6000
210,219,300
210,220,33300
210,221,600
210,222,1800
210,224,3300
210,225,900
210,226,600
210,227,600
210,228,1200
210,229,3900
210,230,2100
210,231,12600
210,232,2700
210,233,3900
210,234,900
210,235,900
210,237,1500.000001
210,238,1800
210,239,1800
210,240,1800
210,241,300
210,242,1500.000001
210,243,600
210,244,1800
210,245,1800
211,1,600
211,2,300
211,3,900
211,4,1200
211,5,2100
211,6,300
211,7,300
211,8,300
211,9,600
211,10,600
211,18,300
211,19,900
211,20,600
211,22,600
211,25,900
211,26,1200
211,29,300
211,34,1500.000001
211,39,300
211,41,1500.000001
211,45,600
211,48,300
211,49,300
211,53,300
211,60,300
211,64,300
211,65,600
211,66,1500.000001
211,67,1200
211,68,300
211,70,600
211,71,300
211,72,1500.000001
211,73,300
211,74,600
211,75,900
211,76,900
211,86,300
211,89,300
211,93,600
211,157,1800
211,158,2100
211,159,1200
211,162,1200
211,167,2700
211,168,3600
211,169,4500.000001
211,170,3600
211,171,600
211,174,2100
211,175,900
211,176,300
211,180,3600
211,181,300
211,182,300
211,184,3300
211,185,9900
211,188,300
211,190,900
211,191,900
211,192,2400
211,193,18900
211,194,7500.000001
211,195,18900
211,196,32400
211,197,23100
211,198,14100
211,199,6300
211,200,3000
211,201,15900
211,202,600
211,203,6900
211,204,6900
211,205,2400
211,206,9900
211,207,12900
211,208,600
211,209,900
211,210,10800
211,212,2400
211,213,2400
211,214,4200
211,215,900
211,216,1800
211,217,12600
211,218,8100
211,219,600
211,220,25800
211,221,1500.000001
211,222,300
211,224,3600
211,225,600
211,226,600
211,227,1200
211,228,300
211,229,4200
211,230,2400
211,231,8100
211,232,2400
211,233,3300
211,234,600
211,235,600
211,237,900
211,238,2700
211,239,300
211,240,600
211,241,900
211,244,1200
211,245,900
212,1,600
212,2,300
212,3,300
212,4,300
212,5,900
212,6,600
212,8,600
212,9,1200
212,11,300
212,12,300
212,15,300
212,18,300
212,19,300
212,21,300
212,22,300
212,25,300
212,26,900
212,29,300
212,34,600
212,41,300
212,51,300
212,53,600
212,65,300
212,67,600
212,69,300
212,70,300
212,71,300
212,72,300
212,80,300
212,156,300
212,157,600
212,158,2700
212,159,600
212,162,300
212,163,300
212,164,300
212,167,900
212,168,3000
212,169,4200
212,170,1200
212,171,600
212,172,300
212,174,1200
212,175,300
212,176,300
212,180,1200
212,184,6900
212,185,5100
212,186,600
212,190,300
212,192,1200
212,193,14400
212,194,5700
212,195,13800
212,196,27600
212,197,17400
212,198,9900
212,199,4500.000001
212,200,1800
212,201,8100
212,202,600
212,203,6000
212,204,3300
212,205,1200
212,206,7500.000001
212,207,8100
212,208,300
212,209,600
212,210,4200
212,211,2400
212,213,5100
212,214,3300
212,215,900
212,216,3600
212,217,6300
212,218,4500.000001
212,219,300
212,220,15300
212,221,600
212,222,1200
212,224,1500.000001
212,225,900
212,227,300
212,228,300
212,229,3000
212,230,300
212,231,5400
212,232,900
212,233,1800
212,235,600
212,237,600
212,238,900
212,240,600
212,241,600
212,244,1200
213,1,600
213,3,600
213,4,300
213,5,1200
213,6,600
213,7,600
213,8,900
213,9,600
213,10,900
213,11,600
213,14,600
213,16,300
213,18,300
213,19,600
213,20,600
213,22,300
213,25,600
213,26,600
213,27,300
213,29,600
213,30,300
213,34,300
213,41,600
213,45,300
213,49,300
213,50,600
213,53,900
213,54,300
213,60,300
213,65,300
213,66,600
213,67,300
213,70,900
213,71,300
213,72,900
213,74,900
213,76,600
213,80,300
213,86,300
213,88,300
213,157,1800
213,158,3000
213,159,1500.000001
213,162,600
213,163,900
213,164,600
213,167,2100
213,168,5400
213,169,6900
213,170,1500.000001
213,171,1200
213,174,600
213,175,600
213,176,300
213,178,900
213,180,900
213,183,600
213,184,9600
213,185,6300
213,186,300
213,190,900
213,191,900
213,192,1200
213,193,17400
213,194,6600
213,195,15000.00001
213,196,29700
213,197,17400
213,198,20100
213,199,7200
213,200,3900
213,201,14400
213,202,600
213,203,7500.000001
213,204,3600
213,205,1200
213,206,6900
213,207,8700
213,208,300
213,209,600
213,210,5100
213,211,3000
213,212,2700
213,214,5400
213,215,2400
213,216,5400
213,217,6600
213,218,6600
213,219,300
213,220,18600
213,221,600
213,224,1500.000001
213,225,1200
213,226,1500.000001
213,227,300
213,228,600
213,229,3600
213,230,1500.000001
213,231,5700
213,232,1800
213,233,2700
213,234,600
213,235,600
213,237,900
213,238,1200
213,239,600
213,240,1500.000001
213,242,600
213,243,600
213,244,600
214,1,900
214,2,600
214,3,300
214,4,900
214,5,900
214,6,300
214,7,900
214,8,600
214,9,1200
214,10,1200
214,11,300
214,12,300
214,14,300
214,17,300
214,19,900
214,20,300
214,21,300
214,22,300
214,25,600
214,26,900
214,34,600
214,41,300
214,42,300
214,48,300
214,49,300
214,53,600
214,54,300
214,65,300
214,66,300
214,67,600
214,70,300
214,71,600
214,72,1200
214,74,900
214,75,300
214,157,1200
214,158,3000
214,159,1200
214,162,300
214,163,600
214,164,300
214,167,1500.000001
214,168,5400
214,169,4500.000001
214,170,600
214,171,1800
214,174,600
214,175,300
214,178,300
214,180,2400
214,183,300
214,184,10500
214,185,3900
214,186,300
214,190,900
214,191,900
214,192,300
214,193,16500
214,194,5400
214,195,14100
214,196,24900
214,197,15300
214,198,13500
214,199,5700
214,200,2400
214,201,9300
214,202,600
214,203,5700
214,204,4200
214,205,1500.000001
214,206,7800
214,207,8700
214,208,600
214,209,900
214,210,5100
214,211,3900
214,212,2400
214,213,5400
214,215,2400
214,216,4500.000001
214,217,7800
214,218,8100
214,219,600
214,220,15900
214,222,900
214,224,1800
214,225,1200
214,226,600
214,227,300
214,228,300
214,229,3600
214,230,900
214,231,5700
214,232,1200
214,233,2700
214,234,900
214,235,600
214,237,600
214,238,1200
214,239,300
214,240,600
214,241,300
214,242,600
214,243,300
214,244,300
215,2,900
215,3,300
215,5,600
215,7,600
215,9,300
215,10,600
215,11,600
215,12,300
215,15,300
215,19,300
215,20,300
215,26,600
215,35,300
215,39,300
215,41,300
215,49,300
215,53,900
215,55,300
215,65,300
215,66,600
215,67,300
215,70,300
215,72,900
215,78,300
215,80,300
215,83,300
215,93,300
215,157,1200
215,158,1200
215,162,300
215,167,1200
215,168,2400
215,169,5100
215,170,1200
215,171,300
215,174,900
215,175,300
215,178,300
215,180,1500.000001
215,183,1500.000001
215,184,8400
215,185,3000
215,186,1200
215,188,300
215,191,600
215,193,12000
215,194,3000
215,195,7200
215,196,13500
215,197,7800
215,198,11400
215,199,2700
215,200,3600
215,201,7500.000001
215,202,600
215,203,5100
215,204,2100
215,205,300
215,206,3300
215,207,3300
215,208,300
215,209,300
215,210,1800
215,211,1200
215,212,1200
215,213,1800
215,214,2700
215,216,3900
215,217,2400
215,218,1500.000001
215,219,300
215,220,8100
215,221,600
215,222,300
215,224,600
215,225,1500.000001
215,226,300
215,227,900
215,228,300
215,229,2100
215,230,600
215,231,2100
215,232,300
215,233,2100
215,235,300
215,237,900
215,238,1200
215,239,900
215,240,1200
215,242,600
215,244,600
216,1,300
216,2,900
216,3,300
216,6,600
216,7,300
216,8,600
216,9,600
216,10,1200
216,11,300
216,15,300
216,16,600
216,19,600
216,22,300
216,25,300
216,26,900
216,27,1200
216,29,600
216,30,300
216,34,600
216,38,300
216,40,300
216,41,300
216,48,300
216,51,300
216,53,300
216,54,600
216,60,600
216,64,300
216,66,600
216,67,300
216,70,600
216,72,900
216,74,900
216,75,300
216,76,300
216,157,600
216,158,4800
216,162,600
216,163,600
216,164,300
216,167,2100
216,168,7200
216,169,6600
216,170,1500.000001
216,171,1800
216,172,300
216,175,600
216,176,300
216,178,1200
216,180,1500.000001
216,183,1500.000001
216,184,9900
216,185,5100
216,186,2400
216,188,600
216,191,600
216,192,900
216,193,16800
216,194,6000
216,195,12300
216,196,22800
216,197,13200
216,198,15300
216,199,5700
216,200,3900
216,201,11100
216,202,900
216,203,5400
216,204,4200
216,205,1500.000001
216,206,6600
216,207,6300
216,208,300
216,210,4800
216,211,2100
216,212,1800
216,213,4500.000001
216,214,3900
216,215,3300
216,217,5100
216,218,3900
216,219,300
216,220,12600
216,221,600
216,222,300
216,224,1500.000001
216,225,1200
216,226,900
216,228,1200
216,229,2400
216,230,900
216,231,4500.000001
216,232,900
216,233,900
216,234,900
216,235,900
216,238,900
216,240,600
216,241,300
216,242,1500.000001
216,243,600
216,244,600
216,245,300
217,1,300
217,2,600
217,3,600
217,4,300
217,5,1800
217,7,300
217,8,1200
217,9,900
217,10,2100
217,11,300
217,12,300
217,13,600
217,14,300
217,16,600
217,18,600
217,19,600
217,20,900
217,21,300
217,22,600
217,24,300
217,25,600
217,26,1200
217,29,300
217,34,1200
217,39,300
217,40,300
217,41,600
217,50,300
217,53,300
217,54,300
217,59,300
217,65,900
217,66,300
217,67,600
217,70,600
217,71,600
217,72,1200
217,74,300
217,75,600
217,90,300
217,93,300
217,156,900
217,157,900
217,158,3600
217,159,1500.000001
217,160,300
217,162,900
217,163,600
217,164,300
217,167,2700
217,168,6000
217,169,5700
217,170,1800
217,171,900
217,174,1500.000001
217,176,300
217,178,300
217,180,2100
217,183,300
217,184,6600
217,185,6300
217,186,600
217,190,900
217,191,900
217,192,1500.000001
217,193,22200
217,194,7200
217,195,19800
217,196,39600
217,197,21900
217,198,18600
217,199,6600
217,200,2700
217,201,14700
217,202,300
217,203,7800
217,204,5100
217,205,1800
217,206,8100
217,207,10200
217,208,600
217,209,600
217,210,6900
217,211,7200
217,212,3900
217,213,4200
217,214,6300
217,215,1200
217,216,3600
217,218,13200
217,219,1200
217,220,19500
217,222,1500.000001
217,224,2400
217,225,1200
217,226,900
217,227,900
217,229,4800
217,230,1200
217,231,7200
217,232,1500.000001
217,233,2700
217,235,1200
217,237,900
217,238,2100
217,240,300
217,241,900
217,242,300
217,243,300
217,244,1200
217,245,300
218,1,300
218,2,600
218,3,600
218,4,300
218,5,1200
218,7,300
218,8,300
218,9,600
218,10,900
218,13,300
218,16,300
218,19,900
218,20,300
218,22,300
218,25,600
218,26,900
218,33,300
218,34,1200
218,39,300
218,40,300
218,41,1200
218,45,300
218,50,900
218,51,300
218,52,600
218,53,600
218,65,300
218,66,600
218,67,600
218,69,600
218,70,600
218,71,300
218,72,1200
218,74,1500.000001
218,75,600
218,76,300
218,85,300
218,87,300
218,93,300
218,135,6600
218,156,300
218,157,600
218,158,2100
218,159,1200
218,160,300
218,162,1500.000001
218,163,300
218,167,1800
218,168,3000
218,169,5100
218,170,2400
218,171,300
218,174,600
218,175,300
218,176,600
218,179,600
218,180,1200
218,181,300
218,184,4800
218,185,7200
218,190,300
218,191,900
218,192,300
218,193,16800
218,194,6900
218,195,16500
218,196,30300.00001
218,197,19500
218,198,11400
218,199,5700
218,200,3000
218,201,11700
218,202,900
218,203,7500.000001
218,204,4500.000001
218,205,2100
218,206,9900
218,207,11700
218,208,900
218,209,600
218,210,8100
218,211,7500.000001
218,212,2400
218,213,3300
218,214,3600
218,215,2100
218,216,3000
218,217,12600
218,219,900
218,220,21300
218,221,1800
218,222,300
218,224,2400
218,225,900
218,226,1500.000001
218,229,4500.000001
218,230,900
218,231,7800
218,232,1500.000001
218,233,2100
218,234,900
218,235,600
218,236,300
218,237,900
218,238,1500.000001
218,239,1800
218,240,600
218,241,300
218,242,300
218,243,900
218,244,900
218,245,600
219,1,300
219,3,300
219,5,600
219,7,300
219,8,900
219,9,900
219,10,600
219,11,600
219,12,300
219,14,300
219,15,300
219,19,600
219,20,600
219,25,300
219,26,600
219,29,300
219,34,600
219,40,300
219,41,300
219,50,300
219,53,300
219,58,300
219,65,300
219,67,300
219,70,300
219,72,300
219,74,300
219,95,11400
219,157,1200
219,158,1800
219,162,600
219,167,900
219,168,1200
219,169,2700
219,171,900
219,174,1200
219,178,300
219,180,1500.000001
219,182,300
219,184,6000
219,185,2700
219,186,300
219,188,1500.000001
219,191,300
219,192,600
219,193,6600
219,194,2400
219,195,4800
219,196,9000
219,197,5400
219,198,6900
219,199,1800
219,200,1500.000001
219,201,3900
219,202,300
219,203,2100
219,204,1800
219,205,300
219,206,3300
219,207,4500.000001
219,209,300
219,210,2100
219,211,1500.000001
219,212,900
219,213,1500.000001
219,214,1500.000001
219,215,600
219,216,1200
219,217,3300
219,218,3000
219,220,8400
219,221,300
219,222,600
219,224,1500.000001
219,225,900
219,226,600
219,228,300
219,229,2700
219,230,300
219,231,2700
219,232,600
219,233,900
219,235,300
219,237,300
219,238,900
219,239,300
219,240,300
219,241,300
219,242,300
219,244,600
219,245,300
220,1,900
220,2,600
220,3,300
220,4,900
220,5,600
220,7,300
220,8,600
220,10,1500.000001
220,11,1200
220,12,600
220,14,600
220,15,300
220,16,900
220,17,300
220,19,600
220,20,600
220,21,300
220,22,600
220,25,600
220,27,300
220,29,300
220,30,300
220,31,300
220,33,300
220,34,1800
220,35,300
220,39,600
220,41,600
220,42,600
220,43,300
220,44,300
220,45,600
220,48,1200
220,49,300
220,50,600
220,52,1200
220,56,300
220,60,600
220,61,300
220,65,1500.000001
220,66,900
220,67,600
220,69,600
220,70,4200
220,71,2700
220,72,2400
220,73,300
220,74,3600
220,75,600
220,76,1800
220,77,300
220,78,1500.000001
220,79,300
220,80,900
220,82,300
220,85,600
220,86,900
220,87,300
220,89,600
220,90,900
220,91,300
220,92,300
220,93,600
220,156,1800
220,157,2100
220,158,24600
220,159,26700
220,160,600
220,162,3900
220,163,600
220,165,2100
220,167,3300
220,168,900
220,169,4800
220,172,600
220,173,6000
220,174,4800
220,175,2100
220,176,2400
220,177,300
220,178,300
220,179,300
220,180,37200
220,181,900
220,183,300
220,184,2700
220,185,63000
220,188,300
220,190,5100
220,191,24300
220,192,8100
220,193,3900
220,194,1800
220,195,6000
220,196,5100
220,197,6000
220,198,8700
220,199,4500.000001
220,200,4500.000001
220,201,8400
220,202,1800
220,203,3900
220,204,2700
220,205,900
220,206,2700
220,207,1800
220,208,600
220,209,1200
220,210,2100
220,211,2400
220,212,1200
220,213,1800
220,214,2400
220,215,2100
220,216,1800
220,217,1500.000001
220,218,1800
220,219,300
220,222,300
220,224,900
220,225,1200
220,226,300
220,227,1500.000001
220,228,600
220,229,3000
220,230,1500.000001
220,231,1200
220,232,1200
220,233,900
220,235,1200
220,237,600
220,238,2400
220,239,2100
220,240,2400
220,241,300
220,243,600
220,244,2100
220,245,3000
221,9,300
221,14,300
221,66,300
221,70,300
221,72,300
221,158,300
221,168,6000
221,169,600
221,174,300
221,180,300
221,186,1500.000001
221,191,600
221,192,300
221,193,1200
221,194,300
221,195,300
221,196,1200
221,197,900
221,198,300
221,199,300
221,201,600
221,203,300
221,207,600
221,211,300
221,216,300
221,220,900
221,227,300
221,230,300
221,233,300
221,238,300
221,239,600
221,240,300
221,244,300
222,1,300
222,5,900
222,6,300
222,8,600
222,9,1200
222,10,1500.000001
222,14,9300
222,15,2100
222,16,2100
222,17,3600
222,18,1500.000001
222,19,900
222,20,300
222,21,600
222,22,900
222,23,300
222,25,600
222,38,300
222,41,300
222,49,300
222,50,300
222,51,300
222,52,300
222,53,1500.000001
222,54,600
222,55,300
222,56,300
222,60,300
222,61,300
222,66,600
222,70,600
222,71,600
222,72,900
222,74,600
222,76,300
222,80,300
222,86,600
222,93,300
222,120,11400
222,157,3600
222,158,7800
222,160,600
222,162,5700
222,163,2400
222,164,2400
222,167,300
222,168,2700
222,169,3600
222,171,5700
222,174,3000
222,175,600
222,176,1200
222,177,600
222,178,600
222,180,1800
222,183,5100
222,184,7200
222,185,13200
222,186,300
222,188,1200
222,190,300
222,191,1800
222,192,1500.000001
222,193,11400
222,194,2700
222,195,8700
222,196,11400
222,197,6900
222,198,7500.000001
222,199,4200
222,200,1200
222,201,6000
222,203,3600
222,204,2400
222,205,300
222,206,4200
222,207,6000
222,208,300
222,210,3300
222,211,2400
222,212,900
222,213,2100
222,214,1800
222,215,900
222,216,1500.000001
222,217,1800
222,218,2700
222,219,600
222,220,10500
222,221,600
222,224,2100
222,225,600
222,226,38100
222,227,8400
222,228,13200
222,229,20700
222,230,2100
222,231,6300
222,232,2400
222,233,1500.000001
222,235,300
222,237,900
222,238,600
222,239,600
222,240,300
222,241,900
222,242,2100
222,243,300
223,6,300
223,10,300
223,13,300
223,16,300
223,17,300
223,27,300
223,53,2100
223,54,300
223,55,300
223,57,300
223,58,300
223,67,300
223,72,300
223,124,900
223,157,300
223,158,900
223,161,1200
223,163,3600
223,164,900
223,168,300
223,171,4800
223,180,300
223,183,300
223,184,2100
223,186,1200
223,191,300
223,192,300
223,193,4200
223,194,1200
223,195,2100
223,196,3900
223,197,1500.000001
223,198,2100
223,199,1800
223,200,600
223,201,2700
223,203,900
223,204,900
223,205,300
223,206,900
223,207,600
223,210,600
223,211,300
223,214,300
223,216,900
223,217,600
223,218,300
223,219,300
223,220,1200
223,225,15300
223,226,300
223,228,300
223,229,900
223,231,600
223,233,600
223,239,300
223,240,300
223,242,1200
223,243,300
224,1,900
224,2,1200
224,3,600
224,4,300
224,5,300
224,8,300
224,9,300
224,19,300
224,22,300
224,24,300
224,25,300
224,26,600
224,29,300
224,30,300
224,31,300
224,33,600
224,34,900
224,38,300
224,40,300
224,41,1200
224,44,300
224,45,600
224,48,900
224,50,300
224,51,300
224,52,300
224,65,6600
224,66,3900
224,67,3300
224,68,300
224,69,900
224,70,1800
224,71,900
224,72,2400
224,73,600
224,74,1500.000001
224,75,300
224,76,600
224,83,300
224,85,600
224,87,300
224,90,600
224,141,11400
224,156,300
224,157,600
224,158,2100
224,159,3300
224,162,600
224,165,300
224,167,2100
224,168,600
224,169,3600
224,173,300
224,174,900
224,175,4200
224,176,6600
224,177,300
224,178,900
224,179,300
224,180,19200
224,181,600
224,184,900
224,185,18000
224,188,600
224,190,1800
224,191,3600
224,192,3000
224,193,12000
224,194,4200
224,195,13500
224,196,9900
224,197,6900
224,198,3900
224,199,2700
224,200,1500.000001
224,201,9000
224,202,600
224,203,10200
224,204,6000
224,205,600
224,206,6600
224,207,15000.00001
224,208,600
224,209,300
224,210,3300
224,211,600
224,212,300
224,214,1200
224,215,300
224,216,600
224,217,600
224,218,900
224,219,600
224,220,52200
224,221,300
224,225,300
224,227,600
224,229,600
224,230,600
224,231,2700
224,232,900
224,233,300
224,234,1800
224,235,2400
224,237,1500.000001
224,238,2100
224,239,1200
224,240,900
224,241,300
224,242,600
224,243,300
224,244,20100
224,245,600
225,2,300
225,3,300
225,5,600
225,6,600
225,7,600
225,8,300
225,9,1200
225,10,1800
225,11,600
225,12,900
225,13,3000
225,14,600
225,16,600
225,17,600
225,19,300
225,22,900
225,24,300
225,25,900
225,26,900
225,29,600
225,31,300
225,34,300
225,41,300
225,48,600
225,49,300
225,50,300
225,53,6600
225,54,900
225,55,1200
225,59,300
225,60,300
225,65,300
225,66,900
225,67,900
225,68,600
225,69,300
225,70,600
225,72,1500.000001
225,74,300
225,80,300
225,90,300
225,123,8100
225,124,7800
225,156,600
225,157,600
225,158,4500.000001
225,160,600
225,161,900
225,162,300
225,163,4200
225,164,1500.000001
225,168,3900
225,169,2100
225,171,12300
225,174,2400
225,175,900
225,176,600
225,177,300
225,178,1200
225,180,1800
225,183,1200
225,184,47100
225,185,7800
225,186,4200
225,190,1200
225,191,900
225,192,900
225,193,38100
225,194,11400
225,195,21000
225,196,29700
225,197,13500
225,198,18000
225,199,8700
225,200,5400
225,201,15600
225,202,900
225,203,7500.000001
225,204,2100
225,205,300
225,206,6600
225,207,6900
225,208,300
225,209,600
225,210,4800
225,211,2100
225,212,1500.000001
225,213,3600
225,214,2700
225,215,2400
225,216,3600
225,217,3300
225,218,3600
225,219,900
225,220,12300
225,221,600
225,222,900
225,223,10500
225,224,2100
225,226,2100
225,227,600
225,228,900
225,229,3600
225,230,600
225,231,6300
225,232,1800
225,233,2400
225,234,300
225,235,1500.000001
225,238,2400
225,239,2100
225,240,1800
225,241,900
225,242,2700
225,243,900
225,244,600
226,1,900
226,2,300
226,5,300
226,6,300
226,7,600
226,8,600
226,9,600
226,10,900
226,11,300
226,12,300
226,14,3000
226,15,1200
226,16,1800
226,17,1500.000001
226,18,600
226,19,900
226,20,600
226,21,600
226,22,600
226,26,300
226,34,900
226,38,600
226,40,300
226,41,300
226,44,300
226,53,300
226,56,600
226,58,300
226,60,300
226,61,300
226,66,600
226,67,300
226,70,600
226,72,900
226,74,300
226,120,900
226,122,1200
226,157,1200
226,158,3600
226,160,300
226,162,4800
226,164,900
226,167,300
226,168,2100
226,169,1200
226,171,3000
226,174,300
226,176,1200
226,180,3000
226,182,300
226,183,600
226,184,3300
226,185,5100
226,188,600
226,190,300
226,191,900
226,192,900
226,193,5100
226,194,1500.000001
226,195,4800
226,196,5100
226,197,2700
226,198,2100
226,199,2100
226,200,1200
226,201,4200
226,202,300
226,203,1200
226,204,600
226,205,600
226,206,1500.000001
226,207,2400
226,208,300
226,209,600
226,210,2100
226,211,900
226,212,600
226,213,600
226,214,1500.000001
226,215,600
226,216,1200
226,217,900
226,218,1200
226,219,600
226,220,4800
226,222,21000
226,223,300
226,224,600
226,225,600
226,227,7200
226,228,9600
226,229,12000
226,230,900
226,231,3000
226,232,900
226,233,1200
226,234,300
226,235,300
226,237,300
226,238,300
226,239,300
226,240,300
226,241,1200
226,242,600
226,243,1200
226,244,300
226,245,300
227,1,600
227,2,600
227,3,600
227,5,900
227,6,300
227,7,600
227,8,600
227,9,1200
227,10,1200
227,11,300
227,14,8100
227,15,5100
227,16,4500.000001
227,17,3900
227,18,3000
227,19,1200
227,20,1200
227,21,600
227,22,1800
227,23,600
227,25,600
227,26,900
227,31,300
227,33,300
227,34,600
227,38,600
227,41,300
227,44,300
227,45,600
227,48,600
227,49,300
227,50,300
227,51,300
227,53,1800
227,55,300
227,56,600
227,60,600
227,64,300
227,66,600
227,67,300
227,69,300
227,70,600
227,72,1800
227,73,300
227,74,300
227,90,300
227,93,300
227,120,11400
227,122,3900
227,156,300
227,157,2100
227,158,5700
227,160,300
227,162,9300
227,163,1200
227,164,1800
227,167,300
227,168,3900
227,169,2400
227,171,6300
227,174,1200
227,175,600
227,176,900
227,178,600
227,180,4200
227,182,600
227,183,2400
227,184,5400
227,185,12000
227,186,600
227,188,600
227,190,300
227,191,900
227,192,1500.000001
227,193,13500
227,194,4800
227,195,12000
227,196,14700
227,197,7800
227,198,8400
227,199,3600
227,200,2400
227,201,7500.000001
227,202,900
227,203,3600
227,204,2700
227,205,1800
227,206,4200
227,207,7500.000001
227,210,4200
227,211,1500.000001
227,212,1800
227,213,2700
227,214,1500.000001
227,215,1500.000001
227,216,2700
227,217,3000
227,218,3600
227,219,900
227,220,12900
227,221,300
227,222,52500
227,224,1200
227,225,1500.000001
227,226,62100
227,228,21300
227,229,36900
227,230,3000
227,231,8400
227,232,2700
227,233,2400
227,234,300
227,235,900
227,236,300
227,237,600
227,238,1200
227,240,1200
227,241,1200
227,242,1800
227,243,900
227,244,600
227,245,300
228,1,300
228,3,300
228,4,300
228,6,300
228,8,1200
228,9,1500.000001
228,10,2100
228,11,600
228,12,900
228,14,8400
228,15,2100
228,16,16500
228,17,16200
228,18,1500.000001
228,19,900
228,20,600
228,22,600
228,25,600
228,26,300
228,29,300
228,34,600
228,38,300
228,39,300
228,40,300
228,41,300
228,48,600
228,49,300
228,50,300
228,51,300
228,53,1500.000001
228,54,600
228,55,300
228,56,600
228,57,300
228,60,900
228,65,600
228,66,900
228,68,300
228,69,600
228,70,600
228,72,1500.000001
228,74,300
228,75,300
228,93,300
228,121,4800
228,122,4200
228,156,300
228,157,3300
228,158,11100
228,161,5700
228,162,3900
228,163,1800
228,164,3300
228,168,6600
228,169,2100
228,171,10500
228,175,900
228,176,900
228,180,300
228,182,300
228,183,2100
228,184,9900
228,185,9600
228,186,600
228,188,2400
228,190,900
228,191,600
228,192,1500.000001
228,193,12600
228,194,4200
228,195,12900
228,196,14400
228,197,7500.000001
228,198,9300
228,199,3900
228,200,1800
228,201,7500.000001
228,202,600
228,203,3300
228,204,2700
228,205,2100
228,206,6000
228,207,5700
228,209,600
228,210,3600
228,211,1800
228,212,1200
228,213,1500.000001
228,214,600
228,215,600
228,216,2700
228,217,2400
228,218,3600
228,219,300
228,220,10800
228,221,300
228,222,37800
228,223,600
228,224,2100
228,225,1500.000001
228,226,41400
228,227,10200
228,229,25800
228,230,1800
228,231,6900
228,232,1800
228,233,2400
228,235,900
228,236,300
228,237,300
228,238,900
228,239,300
228,241,1200
228,242,1800
228,243,1500.000001
228,245,300
229,1,900
229,2,600
229,3,300
229,4,300
229,5,1200
229,6,300
229,7,900
229,8,1500.000001
229,9,3300
229,10,2700
229,11,600
229,12,300
229,14,3600
229,15,3000
229,16,1200
229,17,2100
229,18,14700
229,19,6600
229,20,3900
229,21,1200
229,22,6600
229,23,600
229,24,600
229,25,2400
229,26,2700
229,27,900
229,29,1500.000001
229,30,300
229,33,600
229,34,1200
229,35,600
229,38,900
229,39,600
229,40,300
229,41,900
229,43,600
229,45,1200
229,48,300
229,49,900
229,52,1500.000001
229,53,600
229,54,300
229,55,600
229,56,300
229,57,300
229,59,300
229,65,1200
229,66,1500.000001
229,67,600
229,68,600
229,69,600
229,70,1800
229,71,600
229,72,2700
229,74,1500.000001
229,75,600
229,86,600
229,89,300
229,90,600
229,93,300
229,97,3300
229,118,4200
229,119,11700
229,156,1800
229,157,3600
229,158,15000.00001
229,159,600
229,160,1500.000001
229,162,12900
229,163,1800
229,164,2400
229,165,300
229,167,2700
229,168,4200
229,169,8100
229,171,12600
229,172,300
229,174,6900
229,175,900
229,176,1500.000001
229,178,600
229,180,16800
229,183,5100
229,184,12000
229,185,28200
229,186,1200
229,188,2400
229,190,1800
229,191,3900
229,192,1500.000001
229,193,44700
229,194,14100
229,195,34800
229,196,47100
229,197,27600
229,198,22500
229,199,9000
229,200,5400
229,201,18600
229,202,900
229,203,10800
229,204,5400
229,205,3300
229,206,12900
229,207,15600
229,208,600
229,209,1200
229,210,13200
229,211,6000
229,212,2400
229,213,5400
229,214,3600
229,215,2100
229,216,6300
229,217,10800
229,218,13500
229,219,1800
229,220,29400
229,221,900
229,222,27900
229,223,600
229,224,5100
229,225,2100
229,226,31500.00001
229,227,10200
229,228,8700
229,230,14400
229,231,24900
229,232,6000
229,233,6300
